ImageNet16-120,4787,1567.9069581251447,44.27777775743272,55.080931186676025
ImageNet16-120,4787,1567.7613437516704,44.27777775743272,54.88706588745117
ImageNet16-120,5636,1567.186012754004,43.63333326551649,57.9773473739624
ImageNet16-120,14417,1571.0654925461868,45.4833332417806,55.02636790275574
ImageNet16-120,1303,1568.4723364428569,43.29999992879232,56.03670310974121
ImageNet16-120,1303,1567.5523559913095,43.29999992879232,55.629801511764526
ImageNet16-120,13717,1569.9506965386806,45.6,56.06823134422302
ImageNet16-120,862,1565.7419256970488,45.92222215779622,57.87179684638977
ImageNet16-120,4317,1571.9453681213188,35.47777768792047,54.95862865447998
ImageNet16-120,4317,1568.5484533530216,35.47777768792047,56.626712799072266
